id,entry_date,platform,chart,track_title,artist,rank,did,drive_link,sort_order,created_at
2225,2026-02-18,Zing,ZingCharts,Anh Thua Anh Ta,Gia Huy Singer,54,,,,2026-08-14T03:58:16.106799+00:00
2222,2026-02-18,Zing,ZingCharts,Cưới Tết,"Nal, CT",51,,,,2026-08-14T03:58:16.106799+00:00
2221,2026-02-18,Zing,ZingCharts,Hôn Lễ Của Em,"Hiền Hồ, Trọng Nhân",31,,,,2026-08-14T03:58:16.106799+00:00
2217,2026-02-18,Zing,ZingCharts,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",1,,,,2026-08-14T03:58:16.106799+00:00
2230,2026-02-18,Zing,ZingCharts,Muốn Cua Anh Làm Bồ,"Dương Ái Vy, HTM",100,,,,2026-08-14T03:58:16.106799+00:00
2227,2026-02-18,Zing,ZingCharts,Nỗi Đau Giữa Hoà Bình,"Hoà Minzy, Nguyễn Văn Chung",77,,,,2026-08-14T03:58:16.106799+00:00
2218,2026-02-18,Zing,ZingCharts,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,4,,,,2026-08-14T03:58:16.106799+00:00
2228,2026-02-18,Zing,ZingCharts,Thiệp Hồng Sai Tên,Đan Trường,71,,,,2026-08-14T03:58:16.106799+00:00
2226,2026-02-18,Zing,ZingCharts,Thiệp Hồng Sai Tên (Remix) [Version 2],"Nguyễn Thành Đạt, BMT Music",67,,,,2026-08-14T03:58:16.106799+00:00
2223,2026-02-18,Zing,ZingCharts,Vị Tết,"Thoại Nghi, ICM",55,,,,2026-08-14T03:58:16.106799+00:00
2220,2026-02-18,Zing,ZingCharts,Xuân Ca,"CHICHA 22, CHARLES., Kim Chi Sun",56,,,,2026-08-14T03:58:16.106799+00:00
2366,2026-02-19,Apple,Apple Daily Album,LK Nhạc Trữ Tình Bolero Hay Nhất,Beeboss & Tuấn Chung,143,,,,2026-08-14T03:58:17.738453+00:00
2360,2026-02-19,Apple,Apple Daily Album,"Liên Khúc Nhạc Xuân , Nhạc Tết Remix Hay Nhất Chúc Mừng Năm Mới","Beeboss, Châu Ngọc Lan",9,,,,2026-08-14T03:58:17.738453+00:00
2359,2026-02-19,Apple,Apple Daily Album,"Liên Khúc Nhạc Xuân 2025, Nhạc Tết 2025 Hay Nhất Chúc Mừng Năm Mới Ất Tỵ",Dương Jun,2,,,,2026-08-14T03:58:17.738453+00:00
2362,2026-02-19,Apple,Apple Daily Album,Liên Khúc Nhạc Xuân Remix Hay Nhất Nghe Là Thấy Tết,Dương Jun,42,,,,2026-08-14T03:58:17.738453+00:00
2363,2026-02-19,Apple,Apple Daily Album,"Liên khúc Nhạc Xuân Remix, nhạc Tết Remixx Bas Căng Sôi Động Đón Tết","Beeboss, Châu Ngọc Lan",80,,,,2026-08-14T03:58:17.738453+00:00
2364,2026-02-19,Apple,Apple Daily Album,Nhạc tết Chill nghe là muốn về sum vầy với gia đình,Minz,60,,,,2026-08-14T03:58:17.738453+00:00
2365,2026-02-19,Apple,Apple Daily Album,Trong,Trang,53,,,,2026-08-14T03:58:17.738453+00:00
2367,2026-02-19,Apple,Apple Daily Album,Tuyển Tập Nhạc tết Hay Nhất,Minz & Dương Jun,195,,,,2026-08-14T03:58:17.738453+00:00
2361,2026-02-19,Apple,Apple Daily Album,Wechoice Awards 2025,Various Artists,26,,,,2026-08-14T03:58:17.738453+00:00
2356,2026-02-19,Apple,Apple Playlist | Vietnam Ơi,CHUỒN CHUỒN (bay thấp),Tùng,106,,,,2026-08-14T03:58:17.738453+00:00
2355,2026-02-19,Apple,Apple Playlist | Vietnam Ơi,Nụ cười của một người lạ,TRANG,56,,,,2026-08-14T03:58:17.738453+00:00
2354,2026-02-19,Apple,Apple Playlist | Vietnam Ơi,Xuân Ca,CHICHA22 & CHARLES. & Kim Chi Sun,11,,,,2026-08-14T03:58:17.738453+00:00
2358,2026-02-19,Apple,Apple Playlist | Vietnam Ơi,Đậu Thần,Dreamwork,157,,,,2026-08-14T03:58:17.738453+00:00
2357,2026-02-19,Apple,Apple Playlist | Vietnam Ơi,ĐẶT TRÁI TIM LÊN BÀN,Tùng,148,,,,2026-08-14T03:58:17.738453+00:00
2335,2026-02-19,Zing,BXH NHẠC MỚI,Chuyện Người Đắp Chiếu (Remix),"ANY, V2T Media",38,,,,2026-08-14T03:58:17.738453+00:00
2334,2026-02-19,Zing,BXH NHẠC MỚI,Chuyện Người Đắp Chiếu (Remix),"Hoàng Y Nhung, V2T",66,,,,2026-08-14T03:58:17.738453+00:00
2331,2026-02-19,Zing,BXH NHẠC MỚI,"Có Công Mài ""Sắc"" (Remix)",Ngô Lan Hương,29,,,,2026-08-14T03:58:17.738453+00:00
2327,2026-02-19,Zing,BXH NHẠC MỚI,Hôn Lễ Của Em,"Hiền Hồ, Trọng Nhân",16,,,,2026-08-14T03:58:17.738453+00:00
2329,2026-02-19,Zing,BXH NHẠC MỚI,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",41,,,,2026-08-14T03:58:17.738453+00:00
2330,2026-02-19,Zing,BXH NHẠC MỚI,Thiệp Hồng Sai Tên,Đan Trường,35,,,,2026-08-14T03:58:17.738453+00:00
2333,2026-02-19,Zing,BXH NHẠC MỚI,Tết Xưa,"Nal, CT",75,,,,2026-08-14T03:58:17.738453+00:00
2332,2026-02-19,Zing,BXH NHẠC MỚI,Vị Tết,"Thoại Nghi, ICM",46,,,,2026-08-14T03:58:17.738453+00:00
2328,2026-02-19,Zing,BXH NHẠC MỚI,Xuân Ca,CHICHA22 & CHARLES. & Kim Chi Sun,21,,,,2026-08-14T03:58:17.738453+00:00
2340,2026-02-19,Spotify,DAILY TOP SONG,50 Năm Về Sau,"F47, meChill & Đặng Thanh Tuyền",175,,,,2026-08-14T03:58:17.738453+00:00
2341,2026-02-19,Spotify,DAILY TOP SONG,Chuyện cũ bỏ qua,Beeboss,157,,,,2026-08-14T03:58:17.738453+00:00
2339,2026-02-19,Spotify,DAILY TOP SONG,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",138,,,,2026-08-14T03:58:17.738453+00:00
2343,2026-02-19,Spotify,DAILY VIRAL SONGs,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",15,,,,2026-08-14T03:58:17.738453+00:00
2345,2026-02-19,Spotify,DAILY VIRAL SONGs,50 Năm Về Sau,"Mechill, Đặng Thanh Tuyền",82,,,,2026-08-14T03:58:17.738453+00:00
2346,2026-02-19,Spotify,DAILY VIRAL SONGs,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",97,,,,2026-08-14T03:58:17.738453+00:00
2342,2026-02-19,Spotify,DAILY VIRAL SONGs,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",7,,,,2026-08-14T03:58:17.738453+00:00
2344,2026-02-19,Spotify,DAILY VIRAL SONGs,label khác - Thiệp Hồng Sai Tên (Tino Remix),"Thiên Tài, Meme Media",18,,,,2026-08-14T03:58:17.738453+00:00
2399,2026-02-19,Spotify,HA NOI,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",28,,,,2026-08-14T03:58:17.738453+00:00
2347,2026-02-19,Spotify,HA NOI,Đủ Nắng Hoa Sẽ Nở,"Văn Mai Hương, (S)TRONG, Phùng Khánh Linh",92,,,,2026-08-14T03:58:17.738453+00:00
2410,2026-02-19,Spotify,HO CHI MINH CITY,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",36,,,,2026-08-14T03:58:17.738453+00:00
2405,2026-02-19,Spotify,LOCAL PULSE - HANOI,50 năm Về Sau,"Mechill, Đặng Thanh Tuyền",34,,,,2026-08-14T03:58:17.738453+00:00
2402,2026-02-19,Spotify,LOCAL PULSE - HANOI,"Có Công Mài ""Sắc""",Ngô Lan Hương,51,,,,2026-08-14T03:58:17.738453+00:00
2409,2026-02-19,Spotify,LOCAL PULSE - HANOI,Hôn Lễ Của Em,"Trọng Nhân, Hiền Hồ",12,,,,2026-08-14T03:58:17.738453+00:00
2400,2026-02-19,Spotify,LOCAL PULSE - HANOI,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",2,,,,2026-08-14T03:58:17.738453+00:00
2407,2026-02-19,Spotify,LOCAL PULSE - HANOI,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,86,,,,2026-08-14T03:58:17.738453+00:00
2404,2026-02-19,Spotify,LOCAL PULSE - HANOI,Thiệp Hồng Sai Tên,Tiểu Nam,72,,,,2026-08-14T03:58:17.738453+00:00
2408,2026-02-19,Spotify,LOCAL PULSE - HANOI,Thiệp Hồng Sai Tên (Tino Remix),"Thiên Tài, Meme Media",46,,,,2026-08-14T03:58:17.738453+00:00
2401,2026-02-19,Spotify,LOCAL PULSE - HANOI,Viết Tiếp Câu Chuyện Việt Nam,"Hải Bột, Hoàng Dũng, Bùi Công Nam",48,,,,2026-08-14T03:58:17.738453+00:00
2403,2026-02-19,Spotify,LOCAL PULSE - HANOI,Vở Kịch Của Em - Ducth Remix,"Ducth Music, Thiện ND",71,,,,2026-08-14T03:58:17.738453+00:00
2406,2026-02-19,Spotify,LOCAL PULSE - HANOI,Đủ Nắng Hoa Sẽ Nở,"Văn Mai Hương, (S)TRONG, Phùng Khánh Linh",36,,,,2026-08-14T03:58:17.738453+00:00
2418,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",49,,,,2026-08-14T03:58:17.738453+00:00
2423,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,50 Năm Về Sau,"Mechill, Đặng Thanh Tuyền",95,,,,2026-08-14T03:58:17.738453+00:00
2415,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,"Có Công Mài ""Sắc""",Ngô Lan Hương,36,,,,2026-08-14T03:58:17.738453+00:00
2414,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Hoa Ban Nhỏ Bé,"Min, Bùi Công Nam, Vương Bình, Kai Đinh",30,,,,2026-08-14T03:58:17.738453+00:00
2413,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Hôn Lễ Của Em,"Hiền Hồ, Trọng Nhân",25,,,,2026-08-14T03:58:17.738453+00:00
2412,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",7,,,,2026-08-14T03:58:17.738453+00:00
2420,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,78,,,,2026-08-14T03:58:17.738453+00:00
2421,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Thiệp Hồng Sai Tên,Tiểu Nam,89,,,,2026-08-14T03:58:17.738453+00:00
2417,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Viết Tiếp Câu Chuyện Việt Nam,"Hải Bột, Hoàng Dũng, Bùi Công Nam",47,,,,2026-08-14T03:58:17.738453+00:00
2422,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Vở Kịch Của Em - Ducth Remix,"Ducth Music, Thiện ND",91,,,,2026-08-14T03:58:17.738453+00:00
2416,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,label khác - Thiệp Hồng Sai Tên (Tino Remix),"Thiên Tài, Meme Media",45,,,,2026-08-14T03:58:17.738453+00:00
2419,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Đỉnh! (PEAK),"Orange, CONGB, buitruonglinh, Jaysonlei, Saaabirose, Ánh Sáng AZA",53,,,,2026-08-14T03:58:17.738453+00:00
2411,2026-02-19,Spotify,LOCAL PULSE - HOCHIMINH CITY,Đủ Nắng Hoa Sẽ Nở,"Văn Mai Hương, (S)TRONG, Phùng Khánh Linh",4,,,,2026-08-14T03:58:17.738453+00:00
2396,2026-02-19,Shazam,Shazam Top Songs,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",12,,,,2026-08-14T03:58:17.738453+00:00
2397,2026-02-19,Shazam,Shazam Top Songs,50 Năm Về Sau,"Mechill, Đặng Thanh Tuyền",74,,,,2026-08-14T03:58:17.738453+00:00
2398,2026-02-19,Shazam,Shazam Top Songs,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",50,,,,2026-08-14T03:58:17.738453+00:00
2395,2026-02-19,Shazam,Shazam Top Songs,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",6,,,,2026-08-14T03:58:17.738453+00:00
2348,2026-02-19,Spotify,Spotify Playlist | Fresh Find Vietnam,Hoàng Hôn Có Em,Vết Xước,16,,,,2026-08-14T03:58:17.738453+00:00
2349,2026-02-19,Spotify,Spotify Playlist | Fresh Find Vietnam,Lâu Rồi Mới Đậm Sâu,JBEE7,60,,,,2026-08-14T03:58:17.738453+00:00
2351,2026-02-19,Spotify,Spotify Playlist | Fresh Find Vietnam,Thương Người Có Người Thương,Po Bae,71,,,,2026-08-14T03:58:17.738453+00:00
2350,2026-02-19,Spotify,Spotify Playlist | Fresh Find Vietnam,Ông Già Tuyết,Jackie Njine,68,,,,2026-08-14T03:58:17.738453+00:00
2353,2026-02-19,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,Hoa Ban Nhỏ Bé,Min & Bùi Công Nam & VƯƠNG BÌNH & Kai Đinh,54,,,,2026-08-14T03:58:17.738453+00:00
2352,2026-02-19,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,Đủ Nắng Hoa Sẽ Nở,Văn Mai Hương & (S)TRONG & Phùng Khánh Linh,59,,,,2026-08-14T03:58:17.738453+00:00
2386,2026-02-19,Tiktok,TIKTOK BREAKOUT,Tết Là Tết,Beeboss & Châu Ngọc Lan,10,,,,2026-08-14T03:58:17.738453+00:00
2385,2026-02-19,Tiktok,TIKTOK BREAKOUT,Xuân Phát Tài - Remix,"Beeboss, Dương Khang",20,,,,2026-08-14T03:58:17.738453+00:00
2388,2026-02-19,Tiktok,TIKTOK HOT,Anh Này Là Của Tui,"Pinky Vanh, Hoa Vũ",6,,,,2026-08-14T03:58:17.738453+00:00
2387,2026-02-19,Tiktok,TIKTOK HOT,Tết Bình An (Rumba),Như Bee,2,,,,2026-08-14T03:58:17.738453+00:00
2389,2026-02-19,Tiktok,TIKTOK HOT,Tết Là Phải Đi Về Nhà,Dương Ái Vy,11,,,,2026-08-14T03:58:17.738453+00:00
2390,2026-02-19,Tiktok,TIKTOK HOT,Tết Vui Nha (Việt Còi Remix),Út Nhị Mino,15,,,,2026-08-14T03:58:17.738453+00:00
2379,2026-02-19,Tiktok,TIKTOK POPULAR,Chúc Mừng Năm Mới - Remix,"Trường Hải, CT",9,,,,2026-08-14T03:58:17.738453+00:00
2371,2026-02-19,Tiktok,TIKTOK POPULAR,Kìa Tết Đang Sang,"Như Bee, HTM",13,,,,2026-08-14T03:58:17.738453+00:00
2372,2026-02-19,Tiktok,TIKTOK POPULAR,Mùa Xuân Ơi,"Beeboss, Châu Ngọc Lan",10,,,,2026-08-14T03:58:17.738453+00:00
2376,2026-02-19,Tiktok,TIKTOK POPULAR,Ngày xuân long phụng sum vầy,Dương Jun,21,,,,2026-08-14T03:58:17.738453+00:00
2375,2026-02-19,Tiktok,TIKTOK POPULAR,Như Hoa Mùa Xuân (Remix),"Bảo Trân Đặng, CT",31,,,,2026-08-14T03:58:17.738453+00:00
2373,2026-02-19,Tiktok,TIKTOK POPULAR,Tết Bình An (Rumba),Như Bee,1,,,,2026-08-14T03:58:17.738453+00:00
2378,2026-02-19,Tiktok,TIKTOK POPULAR,Tết Là Tết (Remix),"Bảo Trân Đặng, CT",2,,,,2026-08-14T03:58:17.738453+00:00
2374,2026-02-19,Tiktok,TIKTOK POPULAR,Tết Vui Nha (Việt Còi Remix),Út Nhị Mino,16,,,,2026-08-14T03:58:17.738453+00:00
2384,2026-02-19,Tiktok,TIKTOK POPULAR,Tết Đến Tết Về - Bibo Remix,Dương Ái Vy & HTM,89,,,,2026-08-14T03:58:17.738453+00:00
2377,2026-02-19,Tiktok,TIKTOK POPULAR,Xuân Phát Tài - Remix,"Beeboss, Dương Khang",56,,,,2026-08-14T03:58:17.738453+00:00
2381,2026-02-19,Tiktok,TIKTOK POPULAR,Xuân Phát Tài - Remix,"Bảo Trân Đặng, CT",56,,,,2026-08-14T03:58:17.738453+00:00
2380,2026-02-19,Tiktok,TIKTOK POPULAR,Xuân Phát Tài - Remix,DUCATI REMIX,24,,,,2026-08-14T03:58:17.738453+00:00
2383,2026-02-19,Tiktok,TIKTOK POPULAR,Xuân Yêu Thương - Remix,"Bảo Trân Đặng, CT",9,,,,2026-08-14T03:58:17.738453+00:00
2382,2026-02-19,Tiktok,TIKTOK POPULAR,Ăn Tết Lớn Nha - Sinkra Remix,Jena,2,,,,2026-08-14T03:58:17.738453+00:00
2368,2026-02-19,Apple,Vietnam iTunes Top Songs,50 Năm Về Sau,"F47, meChill & Đặng Thanh Tuyền",7,,,,2026-08-14T03:58:17.738453+00:00
2370,2026-02-19,Apple,Vietnam iTunes Top Songs,50 Năm Về Sau,meChill & Đặng Thanh Tuyền,47,,,,2026-08-14T03:58:17.738453+00:00
2369,2026-02-19,Apple,Vietnam iTunes Top Songs,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",58,,,,2026-08-14T03:58:17.738453+00:00
2336,2026-02-19,Spotify,WEEKLY TOP ALBUM Tuần,Để Leo Một Ngọn Núi,Tùng,117,,,,2026-08-14T03:58:17.738453+00:00
2338,2026-02-19,Spotify,WEEKLY TOP SONG,50 Năm Về Sau,"F47, meChill & Đặng Thanh Tuyền",167,,,,2026-08-14T03:58:17.738453+00:00
2337,2026-02-19,Spotify,WEEKLY TOP SONG,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",30,,,,2026-08-14T03:58:17.738453+00:00
2392,2026-02-19,YOUTUBE,YOUTUBE CHART | TOP VIDEO,Hôn Lễ Của Em,"Hiền Hồ, Trọng Nhân",5,,,,2026-08-14T03:58:17.738453+00:00
2393,2026-02-19,YOUTUBE,YOUTUBE CHART | TOP VIDEO,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",6,,,,2026-08-14T03:58:17.738453+00:00
2394,2026-02-19,YOUTUBE,YOUTUBE CHART | TOP VIDEO,Đủ Nắng Hoa Sẽ Nở,Văn Mai Hương & (S)TRONG & Phùng Khánh Linh,18,,,,2026-08-14T03:58:17.738453+00:00
2391,2026-02-19,YOUTUBE,YOUTUBE MUSIC CHART | TOP SONGS WEEKLY,Viết Tiếp Câu Chuyện Tri Ân,"Võ Hạ Trâm, Nguyen Van Chung",12,,,,2026-08-14T03:58:17.738453+00:00
2316,2026-02-19,Zing,ZingCharts,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",6,,,,2026-08-14T03:58:17.738453+00:00
2326,2026-02-19,Zing,ZingCharts,50 Năm Về Sau,"Mechill, Đặng Thanh Tuyền",96,,,,2026-08-14T03:58:17.738453+00:00
2321,2026-02-19,Zing,ZingCharts,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",48,,,,2026-08-14T03:58:17.738453+00:00
2322,2026-02-19,Zing,ZingCharts,Anh Thua Anh Ta,Gia Huy Singer,51,,,,2026-08-14T03:58:17.738453+00:00
2319,2026-02-19,Zing,ZingCharts,Cưới Tết,"Nal, CT",69,,,,2026-08-14T03:58:17.738453+00:00
2318,2026-02-19,Zing,ZingCharts,Hôn Lễ Của Em,"Hiền Hồ, Trọng Nhân",33,,,,2026-08-14T03:58:17.738453+00:00
2314,2026-02-19,Zing,ZingCharts,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",1,,,,2026-08-14T03:58:17.738453+00:00
2324,2026-02-19,Zing,ZingCharts,Nỗi Đau Giữa Hoà Bình,"Hoà Minzy, Nguyễn Văn Chung",85,,,,2026-08-14T03:58:17.738453+00:00
2315,2026-02-19,Zing,ZingCharts,Thiệp Hồng Sai Tên,Nguyễn Thành Đạt,4,,,,2026-08-14T03:58:17.738453+00:00
2325,2026-02-19,Zing,ZingCharts,Thiệp Hồng Sai Tên,Đan Trường,75,,,,2026-08-14T03:58:17.738453+00:00
2323,2026-02-19,Zing,ZingCharts,Thiệp Hồng Sai Tên (Remix) [Version 2],"Nguyễn Thành Đạt, BMT Music",73,,,,2026-08-14T03:58:17.738453+00:00
2320,2026-02-19,Zing,ZingCharts,Vị Tết,"Thoại Nghi, ICM",74,,,,2026-08-14T03:58:17.738453+00:00
2317,2026-02-19,Zing,ZingCharts,Xuân Ca,"CHICHA 22, CHARLES., Kim Chi Sun",53,,,,2026-08-14T03:58:17.738453+00:00
2471,2026-02-20,Apple,Apple Daily Album,LK Nhạc Trữ Tình Bolero Hay Nhất,Beeboss & Tuấn Chung,143,,,,2026-08-14T03:58:17.738453+00:00
2465,2026-02-20,Apple,Apple Daily Album,"Liên Khúc Nhạc Xuân , Nhạc Tết Remix Hay Nhất Chúc Mừng Năm Mới","Beeboss, Châu Ngọc Lan",9,,,,2026-08-14T03:58:17.738453+00:00
2464,2026-02-20,Apple,Apple Daily Album,"Liên Khúc Nhạc Xuân 2025, Nhạc Tết 2025 Hay Nhất Chúc Mừng Năm Mới Ất Tỵ",Dương Jun,2,,,,2026-08-14T03:58:17.738453+00:00
2467,2026-02-20,Apple,Apple Daily Album,Liên Khúc Nhạc Xuân Remix Hay Nhất Nghe Là Thấy Tết,Dương Jun,42,,,,2026-08-14T03:58:17.738453+00:00
2468,2026-02-20,Apple,Apple Daily Album,"Liên khúc Nhạc Xuân Remix, nhạc Tết Remixx Bas Căng Sôi Động Đón Tết","Beeboss, Châu Ngọc Lan",80,,,,2026-08-14T03:58:17.738453+00:00
2469,2026-02-20,Apple,Apple Daily Album,Nhạc tết Chill nghe là muốn về sum vầy với gia đình,Minz,60,,,,2026-08-14T03:58:17.738453+00:00
2470,2026-02-20,Apple,Apple Daily Album,Trong,Trang,53,,,,2026-08-14T03:58:17.738453+00:00
2472,2026-02-20,Apple,Apple Daily Album,Tuyển Tập Nhạc tết Hay Nhất,Minz & Dương Jun,195,,,,2026-08-14T03:58:17.738453+00:00
2466,2026-02-20,Apple,Apple Daily Album,Wechoice Awards 2025,Various Artists,26,,,,2026-08-14T03:58:17.738453+00:00
2461,2026-02-20,Apple,Apple Playlist | Vietnam Ơi,CHUỒN CHUỒN (bay thấp),Tùng,106,,,,2026-08-14T03:58:17.738453+00:00
2460,2026-02-20,Apple,Apple Playlist | Vietnam Ơi,Nụ cười của một người lạ,TRANG,56,,,,2026-08-14T03:58:17.738453+00:00
2459,2026-02-20,Apple,Apple Playlist | Vietnam Ơi,Xuân Ca,CHICHA22 & CHARLES. & Kim Chi Sun,11,,,,2026-08-14T03:58:17.738453+00:00
2463,2026-02-20,Apple,Apple Playlist | Vietnam Ơi,Đậu Thần,Dreamwork,157,,,,2026-08-14T03:58:17.738453+00:00
2462,2026-02-20,Apple,Apple Playlist | Vietnam Ơi,ĐẶT TRÁI TIM LÊN BÀN,Tùng,148,,,,2026-08-14T03:58:17.738453+00:00
2440,2026-02-20,Zing,BXH NHẠC MỚI,Chuyện Người Đắp Chiếu (Lofi),"Hoàng Y Nhung, V2T",34,,,,2026-08-14T03:58:17.738453+00:00
2441,2026-02-20,Zing,BXH NHẠC MỚI,Chuyện Người Đắp Chiếu (Remix),"ANY, V2T Media",16,,,,2026-08-14T03:58:17.738453+00:00
2437,2026-02-20,Zing,BXH NHẠC MỚI,"Có Công Mài ""Sắc"" (Remix)",Ngô Lan Hương,42,,,,2026-08-14T03:58:17.738453+00:00
2434,2026-02-20,Zing,BXH NHẠC MỚI,Hôn Lễ Của Em,"Hiền Hồ, Trọng Nhân",12,,,,2026-08-14T03:58:17.738453+00:00
2436,2026-02-20,Zing,BXH NHẠC MỚI,Thiệp Hồng Sai Tên,Đan Trường,30,,,,2026-08-14T03:58:17.738453+00:00
2439,2026-02-20,Zing,BXH NHẠC MỚI,Tết Xưa,"Nal, CT",100,,,,2026-08-14T03:58:17.738453+00:00
2438,2026-02-20,Zing,BXH NHẠC MỚI,Vị Tết,"Thoại Nghi, ICM",60,,,,2026-08-14T03:58:17.738453+00:00
2435,2026-02-20,Zing,BXH NHẠC MỚI,Xuân Ca,CHICHA22 & CHARLES. & Kim Chi Sun,25,,,,2026-08-14T03:58:17.738453+00:00
2442,2026-02-20,Zing,BXH NHẠC MỚI,Đủ Nắng Hoa Sẽ Nở,"Văn Mai Hương,(S)trong, Phùng Khánh Linh",99,,,,2026-08-14T03:58:17.738453+00:00
2447,2026-02-20,Spotify,DAILY TOP SONG,50 Năm Về Sau,"F47, meChill & Đặng Thanh Tuyền",168,,,,2026-08-14T03:58:17.738453+00:00
2446,2026-02-20,Spotify,DAILY TOP SONG,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",100,,,,2026-08-14T03:58:17.738453+00:00
2449,2026-02-20,Spotify,DAILY VIRAL SONGs,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",16,,,,2026-08-14T03:58:17.738453+00:00
2451,2026-02-20,Spotify,DAILY VIRAL SONGs,50 Năm Về Sau,"Mechill, Đặng Thanh Tuyền",81,,,,2026-08-14T03:58:17.738453+00:00
2452,2026-02-20,Spotify,DAILY VIRAL SONGs,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",86,,,,2026-08-14T03:58:17.738453+00:00
2448,2026-02-20,Spotify,DAILY VIRAL SONGs,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",11,,,,2026-08-14T03:58:17.738453+00:00
2450,2026-02-20,Spotify,DAILY VIRAL SONGs,label khác - Thiệp Hồng Sai Tên (Tino Remix),"Thiên Tài, Meme Media",19,,,,2026-08-14T03:58:17.738453+00:00
2453,2026-02-20,Spotify,HA NOI,Đủ Nắng Hoa Sẽ Nở,"Văn Mai Hương, (S)TRONG, Phùng Khánh Linh",97,,,,2026-08-14T03:58:17.738453+00:00
2501,2026-02-20,Shazam,Shazam Top Songs,50 Năm Về Sau,"F47, Mechill, Đặng Thanh Tuyền",13,,,,2026-08-14T03:58:17.738453+00:00
2502,2026-02-20,Shazam,Shazam Top Songs,50 Năm Về Sau,"Mechill, Đặng Thanh Tuyền",74,,,,2026-08-14T03:58:17.738453+00:00
2503,2026-02-20,Shazam,Shazam Top Songs,50 Năm Về Sau (NamCon Remix),"meChill, Nam Con",46,,,,2026-08-14T03:58:17.738453+00:00
2500,2026-02-20,Shazam,Shazam Top Songs,Hôn Lễ Của Em,"Trọng Nhân, Tiểu Mỹ",7,,,,2026-08-14T03:58:17.738453+00:00
2454,2026-02-20,Spotify,Spotify Playlist | Fresh Find Vietnam,Lâu Rồi Mới Đậm Sâu,JBEE7,60,,,,2026-08-14T03:58:17.738453+00:00
2456,2026-02-20,Spotify,Spotify Playlist | Fresh Find Vietnam,Thương Người Có Người Thương,Po Bae,71,,,,2026-08-14T03:58:17.738453+00:00
2455,2026-02-20,Spotify,Spotify Playlist | Fresh Find Vietnam,Ông Già Tuyết,Jackie Njine,68,,,,2026-08-14T03:58:17.738453+00:00
2458,2026-02-20,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,Hoa Ban Nhỏ Bé,Min & Bùi Công Nam & VƯƠNG BÌNH & Kai Đinh,54,,,,2026-08-14T03:58:17.738453+00:00
2457,2026-02-20,Spotify,Spotify Playlist | Vsound Ngay Lúc Này,Đủ Nắng Hoa Sẽ Nở,Văn Mai Hương & (S)TRONG & Phùng Khánh Linh,59,,,,2026-08-14T03:58:17.738453+00:00
2491,2026-02-20,Tiktok,TIKTOK BREAKOUT,Tết Là Tết,Beeboss & Châu Ngọc Lan,10,,,,2026-08-14T03:58:17.738453+00:00
